Combination,Selection,Crossover,Mutation,Round,Cost_AgentA,Cost_AgentB
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,4,9112.0,2686.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,5,10185.0,2611.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,6,9875.0,2587.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,7,9747.0,2626.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,8,9694.0,2615.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,9,9714.0,2609.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,10,10169.0,2616.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,11,9649.0,2636.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,12,9201.0,2691.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,13,9983.0,2685.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,14,9673.0,2646.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,15,9734.0,2646.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,16,9243.0,2654.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,17,9402.0,2589.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,18,9445.0,2585.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,19,9323.0,2646.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,20,9225.0,2663.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,21,9164.0,2666.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,22,9451.0,2591.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,23,9178.0,2661.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,24,9343.0,2608.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,25,9668.0,2579.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,26,9490.0,2616.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,27,9831.0,2653.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,28,9777.0,2672.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,29,9199.0,2628.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,30,9787.0,2620.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,31,10224.0,2635.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,32,10010.0,2633.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,33,9916.0,2591.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,34,9707.0,2618.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,35,9543.0,2586.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,36,8926.0,2603.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,37,8473.0,2610.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,38,9154.0,2622.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,39,9428.0,2598.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,40,9574.0,2605.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,41,9641.0,2641.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,42,9033.0,2591.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,43,9429.0,2627.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,44,9187.0,2628.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,45,8919.0,2652.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,46,9529.0,2637.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,47,9029.0,2591.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,48,8882.0,2595.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,49,8720.0,2605.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,0,9993.0,2594.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,1,9745.0,2660.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,2,9472.0,2643.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,3,9818.0,2653.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,4,9996.0,2579.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,5,9774.0,2630.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,6,10160.0,2622.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,7,9412.0,2657.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,8,9763.0,2646.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,9,9736.0,2584.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,10,9891.0,2664.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,11,9646.0,2642.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,12,9888.0,2591.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,13,9597.0,2660.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,14,9508.0,2629.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,15,9876.0,2581.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,16,9804.0,2650.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,17,9848.0,2628.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,18,10005.0,2643.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,19,9668.0,2664.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,20,9800.0,2708.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,21,9626.0,2648.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,22,9628.0,2670.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,23,9571.0,2655.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,24,9561.0,2665.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,25,9204.0,2657.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,26,9025.0,2656.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,27,9442.0,2658.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,28,9768.0,2677.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,29,9697.0,2673.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,30,10037.0,2592.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,31,9827.0,2611.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,32,9525.0,2685.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,33,9770.0,2597.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,34,9622.0,2612.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,35,9547.0,2612.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,36,9499.0,2652.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,37,9187.0,2655.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,38,9299.0,2636.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,39,9419.0,2608.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,40,9694.0,2656.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,41,9476.0,2614.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,42,9210.0,2627.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,43,9088.0,2610.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,44,9252.0,2628.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,45,8915.0,2615.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,46,8897.0,2599.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,47,8941.0,2604.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,48,9093.0,2576.0
27,TEMPERATURE,POSITION_BASED,DISPLACEMENT,49,8987.0,2569.0
