Combination,Selection,Crossover,Mutation,Round,Cost_AgentA,Cost_AgentB
18,TOURNAMENT,POSITION_BASED,DISPLACEMENT,30,9218.0,2629.0
18,TOURNAMENT,POSITION_BASED,DISPLACEMENT,31,9636.0,2626.0
18,TOURNAMENT,POSITION_BASED,DISPLACEMENT,32,9449.0,2692.0
18,TOURNAMENT,POSITION_BASED,DISPLACEMENT,33,9446.0,2631.0
18,TOURNAMENT,POSITION_BASED,DISPLACEMENT,34,9227.0,2636.0
18,TOURNAMENT,POSITION_BASED,DISPLACEMENT,35,9580.0,2631.0
18,TOURNAMENT,POSITION_BASED,DISPLACEMENT,36,8793.0,2637.0
18,TOURNAMENT,POSITION_BASED,DISPLACEMENT,37,8711.0,2596.0
18,TOURNAMENT,POSITION_BASED,DISPLACEMENT,38,8961.0,2591.0
18,TOURNAMENT,POSITION_BASED,DISPLACEMENT,39,8573.0,2597.0
18,TOURNAMENT,POSITION_BASED,DISPLACEMENT,40,8524.0,2575.0
18,TOURNAMENT,POSITION_BASED,DISPLACEMENT,41,9604.0,2565.0
18,TOURNAMENT,POSITION_BASED,DISPLACEMENT,42,9315.0,2592.0
18,TOURNAMENT,POSITION_BASED,DISPLACEMENT,43,9669.0,2584.0
18,TOURNAMENT,POSITION_BASED,DISPLACEMENT,44,9285.0,2613.0
18,TOURNAMENT,POSITION_BASED,DISPLACEMENT,45,9068.0,2644.0
18,TOURNAMENT,POSITION_BASED,DISPLACEMENT,46,9349.0,2617.0
18,TOURNAMENT,POSITION_BASED,DISPLACEMENT,47,9345.0,2623.0
18,TOURNAMENT,POSITION_BASED,DISPLACEMENT,48,9529.0,2628.0
18,TOURNAMENT,POSITION_BASED,DISPLACEMENT,49,9086.0,2639.0
19,TEMPERATURE,ORDER,INVERSE,0,9403.0,2709.0
19,TEMPERATURE,ORDER,INVERSE,1,9750.0,2646.0
19,TEMPERATURE,ORDER,INVERSE,2,9854.0,2662.0
19,TEMPERATURE,ORDER,INVERSE,3,9688.0,2685.0
19,TEMPERATURE,ORDER,INVERSE,4,9231.0,2641.0
19,TEMPERATURE,ORDER,INVERSE,5,9123.0,2748.0
19,TEMPERATURE,ORDER,INVERSE,6,10169.0,2689.0
19,TEMPERATURE,ORDER,INVERSE,7,9897.0,2672.0
19,TEMPERATURE,ORDER,INVERSE,8,9873.0,2664.0
19,TEMPERATURE,ORDER,INVERSE,9,9869.0,2636.0
19,TEMPERATURE,ORDER,INVERSE,10,10250.0,2600.0
19,TEMPERATURE,ORDER,INVERSE,11,9096.0,2655.0
19,TEMPERATURE,ORDER,INVERSE,12,8863.0,2657.0
19,TEMPERATURE,ORDER,INVERSE,13,9717.0,2636.0
19,TEMPERATURE,ORDER,INVERSE,14,9293.0,2620.0
19,TEMPERATURE,ORDER,INVERSE,15,9565.0,2621.0
19,TEMPERATURE,ORDER,INVERSE,16,9490.0,2657.0
19,TEMPERATURE,ORDER,INVERSE,17,9664.0,2664.0
19,TEMPERATURE,ORDER,INVERSE,18,9873.0,2653.0
19,TEMPERATURE,ORDER,INVERSE,19,9485.0,2627.0
19,TEMPERATURE,ORDER,INVERSE,20,9600.0,2617.0
19,TEMPERATURE,ORDER,INVERSE,21,9113.0,2662.0
19,TEMPERATURE,ORDER,INVERSE,22,9040.0,2651.0
19,TEMPERATURE,ORDER,INVERSE,23,9203.0,2644.0
19,TEMPERATURE,ORDER,INVERSE,24,9314.0,2680.0
19,TEMPERATURE,ORDER,INVERSE,25,9168.0,2617.0
19,TEMPERATURE,ORDER,INVERSE,26,9262.0,2645.0
19,TEMPERATURE,ORDER,INVERSE,27,9005.0,2594.0
19,TEMPERATURE,ORDER,INVERSE,28,8744.0,2606.0
19,TEMPERATURE,ORDER,INVERSE,29,9320.0,2626.0
19,TEMPERATURE,ORDER,INVERSE,30,8446.0,2591.0
19,TEMPERATURE,ORDER,INVERSE,31,9069.0,2580.0
19,TEMPERATURE,ORDER,INVERSE,32,9520.0,2573.0
19,TEMPERATURE,ORDER,INVERSE,33,8402.0,2594.0
19,TEMPERATURE,ORDER,INVERSE,34,8380.0,2581.0
19,TEMPERATURE,ORDER,INVERSE,35,8656.0,2590.0
19,TEMPERATURE,ORDER,INVERSE,36,9084.0,2564.0
19,TEMPERATURE,ORDER,INVERSE,37,8976.0,2566.0
19,TEMPERATURE,ORDER,INVERSE,38,9225.0,2598.0
19,TEMPERATURE,ORDER,INVERSE,39,8834.0,2560.0
19,TEMPERATURE,ORDER,INVERSE,40,8633.0,2570.0
19,TEMPERATURE,ORDER,INVERSE,41,8568.0,2570.0
19,TEMPERATURE,ORDER,INVERSE,42,8845.0,2565.0
19,TEMPERATURE,ORDER,INVERSE,43,8636.0,2550.0
19,TEMPERATURE,ORDER,INVERSE,44,9093.0,2539.0
19,TEMPERATURE,ORDER,INVERSE,45,8311.0,2615.0
19,TEMPERATURE,ORDER,INVERSE,46,8691.0,2559.0
19,TEMPERATURE,ORDER,INVERSE,47,8992.0,2566.0
19,TEMPERATURE,ORDER,INVERSE,48,9012.0,2556.0
19,TEMPERATURE,ORDER,INVERSE,49,8745.0,2505.0
20,TEMPERATURE,ORDER,SCRAMBLE,0,9588.0,2651.0
20,TEMPERATURE,ORDER,SCRAMBLE,1,9767.0,2700.0
20,TEMPERATURE,ORDER,SCRAMBLE,2,9897.0,2618.0
20,TEMPERATURE,ORDER,SCRAMBLE,3,9925.0,2658.0
20,TEMPERATURE,ORDER,SCRAMBLE,4,9438.0,2623.0
20,TEMPERATURE,ORDER,SCRAMBLE,5,8983.0,2697.0
20,TEMPERATURE,ORDER,SCRAMBLE,6,10095.0,2684.0
20,TEMPERATURE,ORDER,SCRAMBLE,7,9068.0,2654.0
20,TEMPERATURE,ORDER,SCRAMBLE,8,9140.0,2665.0
20,TEMPERATURE,ORDER,SCRAMBLE,9,9849.0,2664.0
20,TEMPERATURE,ORDER,SCRAMBLE,10,9526.0,2619.0
20,TEMPERATURE,ORDER,SCRAMBLE,11,9349.0,2665.0
20,TEMPERATURE,ORDER,SCRAMBLE,12,9313.0,2654.0
20,TEMPERATURE,ORDER,SCRAMBLE,13,9214.0,2662.0
20,TEMPERATURE,ORDER,SCRAMBLE,14,9777.0,2684.0
20,TEMPERATURE,ORDER,SCRAMBLE,15,9193.0,2695.0
20,TEMPERATURE,ORDER,SCRAMBLE,16,9066.0,2589.0
20,TEMPERATURE,ORDER,SCRAMBLE,17,9276.0,2612.0
20,TEMPERATURE,ORDER,SCRAMBLE,18,8900.0,2600.0
20,TEMPERATURE,ORDER,SCRAMBLE,19,9050.0,2625.0
20,TEMPERATURE,ORDER,SCRAMBLE,20,9163.0,2618.0
20,TEMPERATURE,ORDER,SCRAMBLE,21,9662.0,2685.0
20,TEMPERATURE,ORDER,SCRAMBLE,22,9336.0,2634.0
20,TEMPERATURE,ORDER,SCRAMBLE,23,9252.0,2659.0
20,TEMPERATURE,ORDER,SCRAMBLE,24,9785.0,2621.0
20,TEMPERATURE,ORDER,SCRAMBLE,25,8774.0,2616.0
20,TEMPERATURE,ORDER,SCRAMBLE,26,8725.0,2632.0
20,TEMPERATURE,ORDER,SCRAMBLE,27,9849.0,2661.0
20,TEMPERATURE,ORDER,SCRAMBLE,28,9050.0,2579.0
20,TEMPERATURE,ORDER,SCRAMBLE,29,9830.0,2592.0
20,TEMPERATURE,ORDER,SCRAMBLE,30,9067.0,2642.0
20,TEMPERATURE,ORDER,SCRAMBLE,31,9091.0,2586.0
20,TEMPERATURE,ORDER,SCRAMBLE,32,9197.0,2609.0
20,TEMPERATURE,ORDER,SCRAMBLE,33,9049.0,2585.0
20,TEMPERATURE,ORDER,SCRAMBLE,34,9042.0,2610.0
20,TEMPERATURE,ORDER,SCRAMBLE,35,9011.0,2602.0
20,TEMPERATURE,ORDER,SCRAMBLE,36,9244.0,2609.0
20,TEMPERATURE,ORDER,SCRAMBLE,37,8623.0,2566.0
20,TEMPERATURE,ORDER,SCRAMBLE,38,8704.0,2599.0
20,TEMPERATURE,ORDER,SCRAMBLE,39,9028.0,2627.0
20,TEMPERATURE,ORDER,SCRAMBLE,40,8866.0,2604.0
20,TEMPERATURE,ORDER,SCRAMBLE,41,8735.0,2598.0
20,TEMPERATURE,ORDER,SCRAMBLE,42,8904.0,2584.0
20,TEMPERATURE,ORDER,SCRAMBLE,43,8930.0,2558.0
20,TEMPERATURE,ORDER,SCRAMBLE,44,9611.0,2586.0
20,TEMPERATURE,ORDER,SCRAMBLE,45,9267.0,2595.0
20,TEMPERATURE,ORDER,SCRAMBLE,46,9140.0,2576.0
20,TEMPERATURE,ORDER,SCRAMBLE,47,9038.0,2584.0
20,TEMPERATURE,ORDER,SCRAMBLE,48,9532.0,2561.0
20,TEMPERATURE,ORDER,SCRAMBLE,49,9288.0,2574.0
21,TEMPERATURE,ORDER,DISPLACEMENT,0,9651.0,2666.0
21,TEMPERATURE,ORDER,DISPLACEMENT,1,9859.0,2688.0
21,TEMPERATURE,ORDER,DISPLACEMENT,2,10194.0,2671.0
21,TEMPERATURE,ORDER,DISPLACEMENT,3,10225.0,2697.0
21,TEMPERATURE,ORDER,DISPLACEMENT,4,10044.0,2670.0
21,TEMPERATURE,ORDER,DISPLACEMENT,5,9245.0,2699.0
21,TEMPERATURE,ORDER,DISPLACEMENT,6,9949.0,2679.0
21,TEMPERATURE,ORDER,DISPLACEMENT,7,9767.0,2662.0
21,TEMPERATURE,ORDER,DISPLACEMENT,8,9983.0,2659.0
21,TEMPERATURE,ORDER,DISPLACEMENT,9,9910.0,2686.0
21,TEMPERATURE,ORDER,DISPLACEMENT,10,9479.0,2627.0
21,TEMPERATURE,ORDER,DISPLACEMENT,11,9698.0,2673.0
21,TEMPERATURE,ORDER,DISPLACEMENT,12,9949.0,2633.0
21,TEMPERATURE,ORDER,DISPLACEMENT,13,9709.0,2626.0
21,TEMPERATURE,ORDER,DISPLACEMENT,14,9378.0,2651.0
21,TEMPERATURE,ORDER,DISPLACEMENT,15,10153.0,2652.0
21,TEMPERATURE,ORDER,DISPLACEMENT,16,9550.0,2668.0
21,TEMPERATURE,ORDER,DISPLACEMENT,17,9314.0,2616.0
21,TEMPERATURE,ORDER,DISPLACEMENT,18,9973.0,2620.0
21,TEMPERATURE,ORDER,DISPLACEMENT,19,9569.0,2625.0
21,TEMPERATURE,ORDER,DISPLACEMENT,20,9613.0,2637.0
21,TEMPERATURE,ORDER,DISPLACEMENT,21,10176.0,2609.0
21,TEMPERATURE,ORDER,DISPLACEMENT,22,9496.0,2654.0
21,TEMPERATURE,ORDER,DISPLACEMENT,23,9283.0,2660.0
21,TEMPERATURE,ORDER,DISPLACEMENT,24,9392.0,2655.0
21,TEMPERATURE,ORDER,DISPLACEMENT,25,9523.0,2576.0
21,TEMPERATURE,ORDER,DISPLACEMENT,26,8999.0,2646.0
21,TEMPERATURE,ORDER,DISPLACEMENT,27,9403.0,2669.0
21,TEMPERATURE,ORDER,DISPLACEMENT,28,9527.0,2664.0
21,TEMPERATURE,ORDER,DISPLACEMENT,29,9156.0,2613.0
21,TEMPERATURE,ORDER,DISPLACEMENT,30,9578.0,2618.0
21,TEMPERATURE,ORDER,DISPLACEMENT,31,9033.0,2647.0
21,TEMPERATURE,ORDER,DISPLACEMENT,32,9070.0,2593.0
21,TEMPERATURE,ORDER,DISPLACEMENT,33,8958.0,2640.0
21,TEMPERATURE,ORDER,DISPLACEMENT,34,8957.0,2647.0
21,TEMPERATURE,ORDER,DISPLACEMENT,35,9104.0,2635.0
21,TEMPERATURE,ORDER,DISPLACEMENT,36,8623.0,2625.0
21,TEMPERATURE,ORDER,DISPLACEMENT,37,9293.0,2616.0
21,TEMPERATURE,ORDER,DISPLACEMENT,38,9033.0,2580.0
21,TEMPERATURE,ORDER,DISPLACEMENT,39,9128.0,2638.0
21,TEMPERATURE,ORDER,DISPLACEMENT,40,9675.0,2637.0
21,TEMPERATURE,ORDER,DISPLACEMENT,41,9168.0,2574.0
21,TEMPERATURE,ORDER,DISPLACEMENT,42,9430.0,2571.0
21,TEMPERATURE,ORDER,DISPLACEMENT,43,9057.0,2582.0
21,TEMPERATURE,ORDER,DISPLACEMENT,44,8889.0,2589.0
21,TEMPERATURE,ORDER,DISPLACEMENT,45,8667.0,2576.0
21,TEMPERATURE,ORDER,DISPLACEMENT,46,9100.0,2597.0
21,TEMPERATURE,ORDER,DISPLACEMENT,47,9017.0,2576.0
21,TEMPERATURE,ORDER,DISPLACEMENT,48,9065.0,2557.0
21,TEMPERATURE,ORDER,DISPLACEMENT,49,8897.0,2571.0
22,TEMPERATURE,CYCLE,INVERSE,0,9550.0,2688.0
22,TEMPERATURE,CYCLE,INVERSE,1,9549.0,2649.0
22,TEMPERATURE,CYCLE,INVERSE,2,9312.0,2646.0
22,TEMPERATURE,CYCLE,INVERSE,3,8988.0,2636.0
22,TEMPERATURE,CYCLE,INVERSE,4,9473.0,2632.0
22,TEMPERATURE,CYCLE,INVERSE,5,9125.0,2653.0
22,TEMPERATURE,CYCLE,INVERSE,6,9034.0,2652.0
22,TEMPERATURE,CYCLE,INVERSE,7,9672.0,2643.0
22,TEMPERATURE,CYCLE,INVERSE,8,9798.0,2631.0
22,TEMPERATURE,CYCLE,INVERSE,9,9567.0,2652.0
22,TEMPERATURE,CYCLE,INVERSE,10,9575.0,2706.0
22,TEMPERATURE,CYCLE,INVERSE,11,9719.0,2623.0
22,TEMPERATURE,CYCLE,INVERSE,12,9454.0,2665.0
22,TEMPERATURE,CYCLE,INVERSE,13,9543.0,2644.0
22,TEMPERATURE,CYCLE,INVERSE,14,9377.0,2639.0
22,TEMPERATURE,CYCLE,INVERSE,15,9162.0,2665.0
22,TEMPERATURE,CYCLE,INVERSE,16,9807.0,2609.0
22,TEMPERATURE,CYCLE,INVERSE,17,9729.0,2606.0
22,TEMPERATURE,CYCLE,INVERSE,18,9410.0,2632.0
22,TEMPERATURE,CYCLE,INVERSE,19,9694.0,2624.0
22,TEMPERATURE,CYCLE,INVERSE,20,9296.0,2611.0
22,TEMPERATURE,CYCLE,INVERSE,21,9380.0,2609.0
22,TEMPERATURE,CYCLE,INVERSE,22,9394.0,2587.0
22,TEMPERATURE,CYCLE,INVERSE,23,9244.0,2624.0
22,TEMPERATURE,CYCLE,INVERSE,24,9240.0,2616.0
22,TEMPERATURE,CYCLE,INVERSE,25,9475.0,2632.0
22,TEMPERATURE,CYCLE,INVERSE,26,9525.0,2587.0
22,TEMPERATURE,CYCLE,INVERSE,27,9541.0,2619.0
22,TEMPERATURE,CYCLE,INVERSE,28,9076.0,2598.0
22,TEMPERATURE,CYCLE,INVERSE,29,9225.0,2581.0
22,TEMPERATURE,CYCLE,INVERSE,30,9590.0,2600.0
22,TEMPERATURE,CYCLE,INVERSE,31,9170.0,2603.0
22,TEMPERATURE,CYCLE,INVERSE,32,8914.0,2581.0
22,TEMPERATURE,CYCLE,INVERSE,33,9044.0,2593.0
22,TEMPERATURE,CYCLE,INVERSE,34,9220.0,2630.0
22,TEMPERATURE,CYCLE,INVERSE,35,9054.0,2590.0
22,TEMPERATURE,CYCLE,INVERSE,36,8927.0,2610.0
22,TEMPERATURE,CYCLE,INVERSE,37,9040.0,2602.0
22,TEMPERATURE,CYCLE,INVERSE,38,9214.0,2583.0
22,TEMPERATURE,CYCLE,INVERSE,39,8619.0,2610.0
22,TEMPERATURE,CYCLE,INVERSE,40,8915.0,2616.0
22,TEMPERATURE,CYCLE,INVERSE,41,8701.0,2612.0
22,TEMPERATURE,CYCLE,INVERSE,42,8751.0,2616.0
22,TEMPERATURE,CYCLE,INVERSE,43,9057.0,2579.0
22,TEMPERATURE,CYCLE,INVERSE,44,9006.0,2586.0
22,TEMPERATURE,CYCLE,INVERSE,45,8608.0,2607.0
22,TEMPERATURE,CYCLE,INVERSE,46,9492.0,2570.0
22,TEMPERATURE,CYCLE,INVERSE,47,9199.0,2576.0
22,TEMPERATURE,CYCLE,INVERSE,48,9255.0,2578.0
22,TEMPERATURE,CYCLE,INVERSE,49,9215.0,2569.0
23,TEMPERATURE,CYCLE,SCRAMBLE,0,9406.0,2642.0
23,TEMPERATURE,CYCLE,SCRAMBLE,1,9405.0,2685.0
23,TEMPERATURE,CYCLE,SCRAMBLE,2,9400.0,2640.0
23,TEMPERATURE,CYCLE,SCRAMBLE,3,10071.0,2641.0
23,TEMPERATURE,CYCLE,SCRAMBLE,4,9479.0,2687.0
23,TEMPERATURE,CYCLE,SCRAMBLE,5,9864.0,2630.0
23,TEMPERATURE,CYCLE,SCRAMBLE,6,10060.0,2642.0
23,TEMPERATURE,CYCLE,SCRAMBLE,7,9759.0,2643.0
23,TEMPERATURE,CYCLE,SCRAMBLE,8,9710.0,2600.0
23,TEMPERATURE,CYCLE,SCRAMBLE,9,10026.0,2674.0
23,TEMPERATURE,CYCLE,SCRAMBLE,10,10411.0,2646.0
23,TEMPERATURE,CYCLE,SCRAMBLE,11,9742.0,2621.0
23,TEMPERATURE,CYCLE,SCRAMBLE,12,9449.0,2625.0
23,TEMPERATURE,CYCLE,SCRAMBLE,13,9410.0,2634.0
23,TEMPERATURE,CYCLE,SCRAMBLE,14,9740.0,2614.0
23,TEMPERATURE,CYCLE,SCRAMBLE,15,10068.0,2653.0
23,TEMPERATURE,CYCLE,SCRAMBLE,16,9279.0,2588.0
23,TEMPERATURE,CYCLE,SCRAMBLE,17,9630.0,2620.0
23,TEMPERATURE,CYCLE,SCRAMBLE,18,9325.0,2612.0
23,TEMPERATURE,CYCLE,SCRAMBLE,19,9468.0,2675.0
23,TEMPERATURE,CYCLE,SCRAMBLE,20,10472.0,2620.0
23,TEMPERATURE,CYCLE,SCRAMBLE,21,9599.0,2618.0
23,TEMPERATURE,CYCLE,SCRAMBLE,22,9583.0,2614.0
23,TEMPERATURE,CYCLE,SCRAMBLE,23,9602.0,2610.0
23,TEMPERATURE,CYCLE,SCRAMBLE,24,9337.0,2605.0
23,TEMPERATURE,CYCLE,SCRAMBLE,25,9339.0,2607.0
23,TEMPERATURE,CYCLE,SCRAMBLE,26,9267.0,2642.0
23,TEMPERATURE,CYCLE,SCRAMBLE,27,9305.0,2629.0
23,TEMPERATURE,CYCLE,SCRAMBLE,28,9631.0,2609.0
23,TEMPERATURE,CYCLE,SCRAMBLE,29,9419.0,2624.0
23,TEMPERATURE,CYCLE,SCRAMBLE,30,9360.0,2586.0
23,TEMPERATURE,CYCLE,SCRAMBLE,31,9384.0,2626.0
23,TEMPERATURE,CYCLE,SCRAMBLE,32,9344.0,2597.0
23,TEMPERATURE,CYCLE,SCRAMBLE,33,8980.0,2599.0
23,TEMPERATURE,CYCLE,SCRAMBLE,34,9153.0,2584.0
23,TEMPERATURE,CYCLE,SCRAMBLE,35,9485.0,2543.0
23,TEMPERATURE,CYCLE,SCRAMBLE,36,9268.0,2598.0
23,TEMPERATURE,CYCLE,SCRAMBLE,37,9535.0,2611.0
23,TEMPERATURE,CYCLE,SCRAMBLE,38,9432.0,2585.0
23,TEMPERATURE,CYCLE,SCRAMBLE,39,9422.0,2590.0
23,TEMPERATURE,CYCLE,SCRAMBLE,40,9249.0,2593.0
23,TEMPERATURE,CYCLE,SCRAMBLE,41,9326.0,2612.0
23,TEMPERATURE,CYCLE,SCRAMBLE,42,9283.0,2568.0
23,TEMPERATURE,CYCLE,SCRAMBLE,43,9680.0,2608.0
23,TEMPERATURE,CYCLE,SCRAMBLE,44,9298.0,2617.0
23,TEMPERATURE,CYCLE,SCRAMBLE,45,9070.0,2591.0
23,TEMPERATURE,CYCLE,SCRAMBLE,46,9206.0,2610.0
23,TEMPERATURE,CYCLE,SCRAMBLE,47,9251.0,2569.0
23,TEMPERATURE,CYCLE,SCRAMBLE,48,9319.0,2579.0
23,TEMPERATURE,CYCLE,SCRAMBLE,49,9698.0,2594.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,0,9379.0,2713.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,1,9469.0,2661.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,2,10578.0,2639.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,3,9570.0,2659.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,4,9549.0,2661.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,5,9590.0,2707.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,6,9813.0,2686.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,7,9255.0,2645.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,8,9407.0,2639.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,9,9223.0,2642.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,10,9026.0,2638.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,11,8906.0,2631.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,12,9524.0,2639.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,13,9751.0,2650.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,14,8910.0,2633.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,15,9228.0,2702.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,16,9018.0,2641.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,17,9774.0,2607.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,18,9226.0,2657.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,19,9908.0,2606.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,20,9755.0,2594.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,21,9399.0,2684.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,22,9651.0,2607.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,23,9516.0,2615.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,24,8822.0,2639.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,25,9446.0,2623.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,26,8865.0,2655.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,27,9406.0,2600.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,28,8933.0,2666.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,29,9573.0,2597.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,30,9786.0,2591.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,31,9453.0,2590.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,32,9987.0,2597.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,33,9297.0,2583.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,34,9383.0,2578.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,35,9400.0,2577.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,36,9598.0,2603.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,37,9350.0,2576.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,38,9117.0,2605.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,39,9682.0,2591.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,40,9347.0,2591.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,41,9513.0,2582.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,42,9298.0,2593.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,43,9295.0,2570.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,44,9242.0,2575.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,45,9197.0,2559.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,46,9292.0,2557.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,47,9183.0,2560.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,48,9342.0,2547.0
24,TEMPERATURE,CYCLE,DISPLACEMENT,49,9227.0,2555.0
25,TEMPERATURE,POSITION_BASED,INVERSE,0,9774.0,2656.0
25,TEMPERATURE,POSITION_BASED,INVERSE,1,9957.0,2618.0
25,TEMPERATURE,POSITION_BASED,INVERSE,2,9429.0,2622.0
25,TEMPERATURE,POSITION_BASED,INVERSE,3,9241.0,2663.0
25,TEMPERATURE,POSITION_BASED,INVERSE,4,9368.0,2632.0
25,TEMPERATURE,POSITION_BASED,INVERSE,5,8985.0,2674.0
25,TEMPERATURE,POSITION_BASED,INVERSE,6,9732.0,2665.0
25,TEMPERATURE,POSITION_BASED,INVERSE,7,9558.0,2661.0
25,TEMPERATURE,POSITION_BASED,INVERSE,8,9699.0,2645.0
25,TEMPERATURE,POSITION_BASED,INVERSE,9,9484.0,2611.0
25,TEMPERATURE,POSITION_BASED,INVERSE,10,8584.0,2632.0
25,TEMPERATURE,POSITION_BASED,INVERSE,11,9991.0,2624.0
25,TEMPERATURE,POSITION_BASED,INVERSE,12,9718.0,2727.0
25,TEMPERATURE,POSITION_BASED,INVERSE,13,10009.0,2650.0
25,TEMPERATURE,POSITION_BASED,INVERSE,14,9062.0,2671.0
25,TEMPERATURE,POSITION_BASED,INVERSE,15,9347.0,2668.0
25,TEMPERATURE,POSITION_BASED,INVERSE,16,9658.0,2657.0
25,TEMPERATURE,POSITION_BASED,INVERSE,17,9738.0,2664.0
25,TEMPERATURE,POSITION_BASED,INVERSE,18,9591.0,2612.0
25,TEMPERATURE,POSITION_BASED,INVERSE,19,9432.0,2676.0
25,TEMPERATURE,POSITION_BASED,INVERSE,20,9460.0,2617.0
25,TEMPERATURE,POSITION_BASED,INVERSE,21,9394.0,2654.0
25,TEMPERATURE,POSITION_BASED,INVERSE,22,9557.0,2633.0
25,TEMPERATURE,POSITION_BASED,INVERSE,23,9440.0,2670.0
25,TEMPERATURE,POSITION_BASED,INVERSE,24,9495.0,2632.0
25,TEMPERATURE,POSITION_BASED,INVERSE,25,9996.0,2567.0
25,TEMPERATURE,POSITION_BASED,INVERSE,26,9549.0,2631.0
25,TEMPERATURE,POSITION_BASED,INVERSE,27,9694.0,2630.0
25,TEMPERATURE,POSITION_BASED,INVERSE,28,9230.0,2659.0
25,TEMPERATURE,POSITION_BASED,INVERSE,29,9880.0,2611.0
25,TEMPERATURE,POSITION_BASED,INVERSE,30,9459.0,2638.0
25,TEMPERATURE,POSITION_BASED,INVERSE,31,9641.0,2614.0
25,TEMPERATURE,POSITION_BASED,INVERSE,32,9436.0,2595.0
25,TEMPERATURE,POSITION_BASED,INVERSE,33,9240.0,2654.0
25,TEMPERATURE,POSITION_BASED,INVERSE,34,9885.0,2596.0
25,TEMPERATURE,POSITION_BASED,INVERSE,35,9262.0,2626.0
25,TEMPERATURE,POSITION_BASED,INVERSE,36,9562.0,2682.0
25,TEMPERATURE,POSITION_BASED,INVERSE,37,9019.0,2681.0
25,TEMPERATURE,POSITION_BASED,INVERSE,38,9368.0,2646.0
25,TEMPERATURE,POSITION_BASED,INVERSE,39,9531.0,2631.0
25,TEMPERATURE,POSITION_BASED,INVERSE,40,9674.0,2588.0
25,TEMPERATURE,POSITION_BASED,INVERSE,41,9765.0,2601.0
25,TEMPERATURE,POSITION_BASED,INVERSE,42,9528.0,2644.0
25,TEMPERATURE,POSITION_BASED,INVERSE,43,9448.0,2574.0
25,TEMPERATURE,POSITION_BASED,INVERSE,44,9411.0,2580.0
25,TEMPERATURE,POSITION_BASED,INVERSE,45,9361.0,2648.0
25,TEMPERATURE,POSITION_BASED,INVERSE,46,9332.0,2623.0
25,TEMPERATURE,POSITION_BASED,INVERSE,47,9336.0,2625.0
25,TEMPERATURE,POSITION_BASED,INVERSE,48,9288.0,2622.0
25,TEMPERATURE,POSITION_BASED,INVERSE,49,8879.0,2594.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,0,9582.0,2675.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,1,10117.0,2670.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,2,10183.0,2660.0
26,TEMPERATURE,POSITION_BASED,SCRAMBLE,3,9470.0,2670.0
